Date,Time,Well Name,Seating Nipple Depth (ft),Plunger Diameter (in),ACU Acoustic Velocity (ft/s),ACU Tubing Pressure (psi (g)),Back Pressure (psi (g)),Back Pressure on Formation Due to Liquid Loading (psi (g)),Gas Free Above Pump (ft),Fluid Above Pump (ft),Distance to Liquid (ft),Well State,ACU Casing Pressure (psi (g)),Strokes Per Minute (SPM),Computed Stroke Length (in),Effective Plunger Travel (in),Maximum Plunger Stroke (in),Adjusted EPT (in)
05/22/2024,12:25:41 PM,RAB #2,6500,1.500,,,,,,,,,,5.59,119.68,69.42,111.27,0.1
05/22/2024,12:26:44 PM,RAB #2,6500,1.500,,,,,,,,,,7.76,119.45,70.99,117.18,0.1
06/12/2024,02:31:59 PM,RAB #2,6500,1.500,,,,,,,,,,7.23,119.77,103.78,113.05,84.3
06/12/2024,02:32:49 PM,RAB #2,6500,1.500,1151,,,994.3,1873,3058,3442,Producing,35.6,,,,,
06/12/2024,02:36:43 PM,RAB #2,6500,1.500,,,,,,,,,,6.93,119.26,108.39,114.46,95.9
07/10/2024,12:40:53 PM,RAB #2,6500,1.500,,,,,,,,,,6.52,120.52,95.02,110.00,70.5
07/10/2024,12:52:44 PM,RAB #2,6500,1.500,1185,,,505.0,746,2156,4344,Producing,83.6,,,,,
07/25/2024,08:36:10 AM,RAB #2,6500,1.500,,,,,,,,,,6.36,120.67,67.96,104.08,39.3
07/25/2024,08:37:49 AM,RAB #2,6500,1.500,1179,,,802.5,1345,2316,4184,Producing,78.9,,,,,
07/25/2024,08:45:21 AM,RAB #2,6500,1.500,,,,,,,,,,5.32,120.00,67.64,111.67,22.9
08/18/2024,12:57:27 PM,RAB #2,6500,1.500,,,,,,,,,,,,,,
08/18/2024,12:57:40 PM,RAB #2,6500,1.500,,,,,,,,,,6.05,119.68,71.25,110.44,0.7
08/18/2024,01:03:17 PM,RAB #2,6500,1.500,1185,,,470.4,709,2457,4043,Producing,65.6,,,,,
08/18/2024,01:15:09 PM,RAB #2,6500,1.500,,,,,,,,,,,,,,
08/18/2024,01:15:45 PM,RAB #2,6500,1.500,,,,,,,,,,6.04,120.28,78.95,107.32,48.3
08/18/2024,01:41:33 PM,RAB #2,6500,1.500,,,,,,,,,,6.70,119.53,109.08,113.00,101.1
08/18/2024,01:43:53 PM,RAB #2,6500,1.500,,,,,,,,,,6.40,117.28,77.53,110.05,48.8
08/18/2024,01:51:26 PM,RAB #2,6500,1.500,,,,,,,,,,6.34,119.75,65.96,114.78,-1.5
08/22/2024,08:27:23 AM,RAB #2,6500,1.500,,,,,,,,,,7.40,120.09,103.14,105.61,98.2
08/22/2024,08:29:21 AM,RAB #2,6500,1.500,1203,,,441.4,707,3096,3404,Producing,78.3,,,,,
03/05/2024,04:00:23 PM,RAB #3,7268,1.250,,,,,,,,,,7.30,103.69,90.68,94.67,79.9
03/05/2024,04:03:31 PM,RAB #3,7268,1.250,1164,,,,1668,1668,5514,Static,59.9,,,,,
03/26/2024,11:22:09 AM,RAB #3,7268,1.250,,,,,,,,,,7.58,104.39,89.29,91.60,80.3
03/26/2024,11:26:01 AM,RAB #3,7268,1.250,1168,,,191.8,503,1846,5336,Producing,64.7,,,,,
03/26/2024,11:29:05 AM,RAB #3,7268,1.250,1168,,,195.7,515,1835,5346,Producing,66.3,,,,,
03/28/2024,12:59:43 PM,RAB #3,7268,1.250,,,,,,,,,,8.32,104.39,81.97,86.12,73.7
03/28/2024,01:01:25 PM,RAB #3,7268,1.250,1147,,,214.4,597,2487,4695,Producing,80.4,,,,,
05/22/2024,12:39:09 PM,RAB #3,7268,1.250,,,,,,,,,,7.01,104.58,85.26,88.57,76.2
05/22/2024,12:43:21 PM,RAB #3,7268,1.250,1168,,,162.9,445,1948,5233,Producing,87.0,,,,,
06/12/2024,02:23:54 PM,RAB #3,7268,1.250,,,,,,,,,,7.02,104.00,86.18,87.86,77.1
06/12/2024,02:25:37 PM,RAB #3,7268,1.250,1168,,,180.0,482,2218,4963,Producing,66.2,,,,,
07/26/2024,10:50:16 AM,RAB #3,7268,1.250,,,,,,,,,,7.05,103.74,85.06,86.28,76.0
07/26/2024,10:51:46 AM,RAB #3,7268,1.250,1144,,,153.2,394,1795,5387,Producing,59.6,,,,,
07/26/2024,10:53:49 AM,RAB #3,7268,1.250,,,,,,,,,,7.48,104.12,82.32,84.57,73.5
08/18/2024,01:29:00 PM,RAB #3,7268,1.250,,,,,,,,,,7.63,104.26,78.88,82.08,71.7
08/18/2024,01:30:21 PM,RAB #3,7268,1.250,1168,,,114.5,281,1265,5917,Producing,68.4,,,,,
08/18/2024,01:36:52 PM,RAB #3,7268,1.250,,,,,,,,,,7.86,104.12,80.54,83.62,72.7
10/08/2024,01:19:56 PM,Richard#1,6578,1.250,,,,,,,,,,5.92,102.27,85.05,85.57,78.1
10/08/2024,01:22:42 PM,Richard#1,6578,1.250,1067,,,192.1,15,44,6056,Producing,0.5,,,,,
05/02/2024,12:12:18 PM,Richardson#1,6484,1.250,968,,,242.7,521,527,5882,Producing,17.8,,,,,
05/02/2024,12:14:39 PM,Richardson#1,6484,1.250,,,,,,,,,,6.28,68.58,57.96,60.58,55.3
08/16/2024,03:53:03 PM,Richardson#1,6484,1.250,,,,,,,,,,6.83,68.90,58.83,61.36,55.9
08/16/2024,03:57:47 PM,Richardson#1,6484,1.250,968,,,68.7,106,338,6074,Producing,13.1,,,,,
08/22/2024,03:19:19 PM,Russell#1,6453,0.000,,,,,,,,,,,,,,
03/05/2024,10:26:19 AM,Ruth #1,6273,1.250,,,,,,,,,,5.85,119.94,106.18,108.81,99.9
03/05/2024,10:29:18 AM,Ruth #1,6273,1.250,1067,,,15.7,,,8759,Producing,25.3,,,,,
03/05/2024,10:32:54 AM,Ruth #1,6273,1.250,1077,,,79.8,117,401,5791,Producing,29.0,,,,,
03/05/2024,10:47:39 AM,Ruth #1,6273,1.250,1072,,,82.9,129,477,5715,Producing,23.4,,,,,
03/29/2024,02:03:36 PM,Ruth #1,6273,1.250,,,,,,,,,,6.35,136.72,24.36,113.33,18.1
03/29/2024,02:06:30 PM,Ruth #1,6273,1.250,1044,,,82.3,121,396,5797,Producing,24.8,,,,,
04/01/2024,11:40:10 AM,Ruth #1,6273,1.250,,,,,,,,,,3.94,119.36,106.85,111.18,95.4
04/01/2024,11:44:06 AM,Ruth #1,6273,1.250,1031,,,183.1,318,394,5798,Producing,22.9,,,,,
04/04/2024,02:01:03 PM,Ruth #1,6273,1.250,,,,,,,,,,4.74,119.20,87.73,112.23,82.1
04/04/2024,02:05:27 PM,Ruth #1,6273,1.250,1005,,,165.7,298,465,5727,Producing,20.0,,,,,
04/25/2024,02:22:03 PM,Ruth #1,6273,1.250,,,,,,,,,,6.64,120.25,16.37,111.39,0.1
04/25/2024,02:24:45 PM,Ruth #1,6273,1.250,982,,,194.9,334,377,5815,Producing,16.9,,,,,
04/30/2024,01:24:28 PM,Ruth #1,6273,1.250,,,,,,,,,,5.68,120.57,17.22,115.94,0.1
04/30/2024,01:31:35 PM,Ruth #1,6273,1.250,998,,,204.8,346,346,5848,Producing,27.3,,,,,
05/23/2024,12:01:34 PM,Ruth #1,6273,1.250,,,,,,,,,,5.42,127.64,19.41,117.51,13.3
05/23/2024,12:03:06 PM,Ruth #1,6273,1.250,1049,,,195.6,317,317,5878,Producing,25.3,,,,,
05/23/2024,12:08:11 PM,Ruth #1,6273,1.250,,,,,,,,,,4.93,111.04,34.23,117.53,0.1
08/15/2024,11:56:32 AM,Ruth #1,6273,1.250,1090,,,146.9,239,364,5830,Producing,20.4,,,,,
08/15/2024,11:59:04 AM,Ruth #1,6273,1.250,,,,,,,,,,5.79,119.93,104.97,109.70,99.5
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,
08/15/2024,12:10:31 PM,Ruth #1,6273,1.250,,,,,,,,,,5.97,121.35,15.59,114.97,6.2
08/15/2024,12:49:46 PM,Ruth #1,6273,1.250,1093,,,103.4,111,171,6041,Producing,21.7,,,,,
10/08/2024,08:47:10 AM,Ruth #1,6273,1.250,1069,,,735.1,1994,2318,3873,Producing,24.0,,,,,
10/08/2024,08:49:09 AM,Ruth #1,6273,1.250,1069,,,813.2,2229,2364,3827,Producing,29.9,,,,,
10/08/2024,08:55:48 AM,Ruth #1,6273,1.250,1066,,,76.2,9,12,6254,Producing,25.3,,,,,
07/25/2024,03:46:55 PM,Sugar Ranch #1,0,2.250,1168,99.9,,,,,153,Static,,,,,,
07/29/2024,04:57:53 PM,Sugar Ranch #1,0,2.250,1069,,,,,,2850,Static,698.0,,,,,
08/12/2024,09:23:06 AM,Sugar Ranch #1,0,2.250,1068,,,,,,3271,Static,709.0,,,,,
09/03/2024,03:05:57 PM,Sugar Ranch #1,5686,2.250,1177,,,,4950,4950,736,Static,89.7,,,,,
09/04/2024,10:28:53 AM,Sugar Ranch #1,5686,2.250,,,,,,,,,,4.82,138.67,120.48,121.63,116.7
09/12/2024,09:10:21 AM,Sugar Ranch #1,5686,2.250,,,,,,,,,,5.67,138.33,120.91,122.34,117.1
09/12/2024,09:23:32 AM,Sugar Ranch #1,5686,2.250,1143,,,561.1,1050,3414,2272,Producing,49.0,,,,,
09/17/2024,11:29:03 AM,Sugar Ranch #1,5686,2.250,,,,,,,,,,5.58,138.90,121.01,123.15,116.3
10/03/2024,10:06:39 AM,Sugar Ranch #1,5686,2.250,,,,,,,,,,5.13,138.60,123.30,124.95,119.3
10/03/2024,10:08:10 AM,Sugar Ranch #1,5686,2.250,1090,,,1172.3,2336,2909,2777,Producing,64.5,,,,,
10/03/2024,11:01:04 AM,Sugar Ranch #1,5686,2.250,1092,,,1076.3,2126,2912,2774,Producing,64.4,,,,,
10/08/2024,03:09:15 PM,Sugar Ranch #1,5686,2.250,,,,,,,,,,5.80,139.86,123.23,127.67,117.7
10/08/2024,03:10:58 PM,Sugar Ranch #1,5686,2.250,1121,,,1151.2,2303,2986,2700,Producing,62.7,,,,,
10/08/2024,03:15:40 PM,Sugar Ranch #1,5686,2.250,,,,,,,,,,6.58,139.26,122.69,124.91,118.6
10/08/2024,03:18:01 PM,Sugar Ranch #1,5686,2.250,,,,,,,,,,6.84,139.22,122.83,125.11,118.6
11/27/2024,11:40:02 AM,Sugar Ranch #1,5686,2.250,1168,,,1273.1,2634,3154,2531,Producing,86.4,,,,,
12/02/2024,10:43:25 AM,Sugar Ranch #1,5686,2.250,1239,,,,2343,2343,3343,Static,415.4,,,,,
12/05/2024,11:28:48 AM,Sugar Ranch #1,6120,1.750,,,,,,,,,,6.76,139.89,114.61,128.52,105.3
12/05/2024,11:41:43 AM,Sugar Ranch #1,6120,1.750,1908,,,,6031,6031,88,Static,253.2,,,,,
12/05/2024,11:53:52 AM,Sugar Ranch #1,6120,1.750,842,,,,5997,5997,122,Static,266.3,,,,,
12/09/2024,11:18:21 AM,
12/09/2024,11:18:21 AM,Sugar Ranch #1,6120,1.750,,,,,,,,,,6.87,139.88,127.99,137.46,125.5
12/09/2024,11:30:56 AM,Sugar Ranch #1,6120,1.750,791,,,,1249,1249,4870,Static,515.0,,,,,
12/09/2024,11:30:56 AM,
12/11/2024,01:11:13 PM,Sugar Ranch #1,6120,1.750,1189,,,,2438,2438,3681,Static,517.3,,,,,
12/16/2024,12:01:55 PM,Sugar Ranch #1,6120,1.750,1193,,,,2433,2433,3687,Static,522.4,,,,,
12/20/2024,11:49:09 AM,Sugar Ranch #1,6120,1.750,1188,,,,2450,2450,3670,Static,526.5,,,,,
01/02/2025,10:14:46 AM,Sugar Ranch #1,6120,1.750,,,,,,,,,,6.85,139.21,123.35,138.44,91.1
01/02/2025,10:27:36 AM,Sugar Ranch #1,6120,1.750,1190,,,,2425,2425,3695,Static,532.7,,,,,
08/01/2024,08:23:33 AM,Thalmann #1 RE,4917,1.500,,,,,,,,,,5.32,122.66,120.79,122.42,98.1
08/01/2024,08:45:00 AM,Thalmann #1 RE,4917,1.500,1257,,,1256.4,2438,3135,1782,Producing,32.3,,,,,
08/13/2024,04:20:01 PM,Thalmann #1 RE,4917,1.500,,,,,,,,,,5.47,122.65,89.79,120.49,0.1
08/13/2024,04:21:35 PM,Thalmann #1 RE,4917,1.500,1208,,,696.8,1268,3360,1557,Producing,32.5,,,,,
08/18/2024,04:58:42 PM,Thalmann #1 RE,4917,1.500,,,,,,,,,,6.79,123.02,120.75,123.80,109.6
08/18/2024,05:02:18 PM,Thalmann #1 RE,4917,1.500,1234,,,627.6,1122,3370,1547,Producing,36.0,,,,,
09/04/2024,02:11:59 PM,Thalmann #1 RE,4917,1.500,1238,,,101.5,,,5288,Producing,133.3,,,,,
09/04/2024,02:15:52 PM,Thalmann #1 RE,4917,1.500,1168,,,1266.5,2728,4035,882,Producing,136.9,,,,,
09/12/2024,11:20:54 AM,Thalmann #1 RE,4917,1.500,,,,,,,,,,6.05,122.95,121.32,122.30,117.1
09/12/2024,11:37:33 AM,Thalmann #1 RE,4917,1.500,1172,,,1251.4,2591,3660,1257,Producing,96.4,,,,,
09/19/2024,10:15:40 AM,Thalmann #1 RE,4917,1.500,,,,,,,,,,6.09,123.75,123.35,123.61,121.4
10/03/2024,11:52:16 AM,Thalmann #1 RE,4917,1.500,,,,,,,,,,5.88,123.10,120.66,121.85,116.9
10/03/2024,11:54:05 AM,Thalmann #1 RE,4917,1.500,1150,,,375.5,506,2051,2866,Producing,64.9,,,,,
10/03/2024,11:54:05 AM,
03/06/2024,12:00:09 PM,Thompson#2,5518,1.250,,,,,,,,,,5.02,85.33,21.78,82.86,0.1
03/06/2024,12:03:35 PM,Thompson#2,5518,1.250,1134,,,507.9,674,801,4717,Producing,2.5,,,,,
03/29/2024,12:31:33 PM,Thompson#2,5518,1.250,,,,,,,,,,3.84,84.99,83.69,83.69,81.7
03/29/2024,12:34:21 PM,Thompson#2,5518,1.250,1106,,,,436,436,5082,Static,17.3,,,,,
01/23/2025,10:07:15 AM,TJN Unit #1,5287,0.000,1159,,,574.0,246,246,5041,Producing,210.2,,,,,
01/27/2025,09:35:16 AM,TJN Unit #1,5287,0.000,1143,,,548.8,246,269,5018,Producing,55.8,,,,,
02/04/2025,10:01:27 AM,TJN Unit #1,6204,1.250,1071,,,,1433,1433,4637,Static,0.7,,,,,
02/05/2025,02:19:33 PM,TJN Unit #1,6204,1.250,1170,,,,1532,1532,4538,Static,0.3,,,,,
02/07/2025,09:26:22 AM,TJN Unit #1,6204,1.250,1055,,,490.4,1149,1541,4530,Producing,0.7,,,,,
02/07/2025,09:29:53 AM,TJN Unit #1,6204,1.250,,,,,,,,,,4.50,103.76,81.09,88.90,72.7
02/11/2025,02:37:07 PM,TJN Unit #1,6204,1.250,1052,,,536.4,1289,1727,4343,Producing,0.5,,,,,
02/11/2025,02:41:23 PM,TJN Unit #1,6204,1.250,,,,,,,,,,4.47,103.71,86.01,89.23,78.2
03/28/2024,04:31:02 PM,Tortuga B #2 RE,5840,1.250,1010,,,302.5,689,689,5151,Producing,15.6,,,,,
06/10/2024,03:31:12 PM,Tortuga B #2 RE,5840,1.250,1139,,,526.8,1418,2314,3526,Producing,19.3,,,,,
08/18/2024,12:05:52 PM,Tortuga B #2 RE,5840,1.250,1109,,,608.4,1626,1757,4083,Producing,18.4,,,,,
03/05/2024,09:01:54 AM,Verna#1,6983,1.250,992,,,,17,17,6800,Static,-0.0,,,,,
08/15/2024,10:53:07 AM,Verna#1,6983,1.250,1030,,,,0,0,7085,Static,31.1,,,,,
08/15/2024,10:59:00 AM,Verna#1,6983,1.250,1030,,,,4825,4825,1668,Static,22.0,,,,,
08/15/2024,11:01:28 AM,Verna#1,6983,1.250,1030,,,,4823,4823,1669,Static,34.5,,,,,
08/15/2024,11:13:03 AM,
08/15/2024,11:13:03 AM,
08/15/2024,11:13:03 AM,Verna#1,6983,1.250,,,,,,,,,,5.64,85.94,30.75,67.38,22.4
03/06/2024,11:21:22 AM,VRE Minerals #1,6757,1.250,1118,,,,0,0,6830,Static,1.3,,,,,
04/01/2024,09:44:46 AM,VRE Minerals #1,6757,1.250,1117,,,,43,43,6692,Static,3.4,,,,,
